epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
7,448.489,1.7642,3.18878,0.90307,0.02036,0.51269,0.06056,0.04304,1.46718,3.30004,0.79442,0.0008812,0.0008812,0.0008812
8,510.518,1.62581,2.97292,0.88463,0.06437,0.61125,0.10286,0.05912,1.56127,3.22483,0.77599,0.0008614,0.0008614,0.0008614
9,569.133,1.63535,2.93648,0.89987,0.12684,0.16053,0.10654,0.0652,1.40315,2.64403,0.78042,0.0008416,0.0008416,0.0008416
10,630.272,1.64346,2.85311,0.89468,0.07067,0.68825,0.11819,0.07419,1.34925,2.87891,0.76461,0.0008218,0.0008218,0.0008218
11,690.03,1.58217,2.79394,0.87817,0.13559,0.3642,0.10149,0.07067,1.28256,2.44153,0.75262,0.000802,0.000802,0.000802
12,750.05,1.53107,2.6956,0.87483,0.13525,0.40625,0.12031,0.084,1.27296,2.39177,0.75914,0.0007822,0.0007822,0.0007822
13,811.392,1.52051,2.67419,0.86909,0.13586,0.41669,0.14619,0.0978,1.18906,2.45002,0.74737,0.0007624,0.0007624,0.0007624
14,874.784,1.46781,2.56409,0.86797,0.15327,0.48549,0.13898,0.10129,1.06297,2.22724,0.75054,0.0007426,0.0007426,0.0007426
15,935.21,1.41881,2.56461,0.86507,0.14483,0.52395,0.14163,0.09315,1.26037,2.11851,0.75317,0.0007228,0.0007228,0.0007228
16,996.429,1.54832,2.55629,0.87023,0.16539,0.33997,0.15571,0.10457,1.14942,2.2403,0.74887,0.000703,0.000703,0.000703
17,1056.95,1.42737,2.45976,0.86917,0.14559,0.50019,0.14219,0.09787,1.23791,2.16042,0.75407,0.0006832,0.0006832,0.0006832
18,1118.21,1.41218,2.46076,0.86999,0.15578,0.48208,0.15737,0.10905,1.17984,2.21739,0.75731,0.0006634,0.0006634,0.0006634
19,1179.91,1.38881,2.4138,0.86064,0.1494,0.4946,0.14652,0.10507,1.11657,2.18694,0.74395,0.0006436,0.0006436,0.0006436
20,1240.85,1.35275,2.37059,0.85178,0.15305,0.54537,0.15809,0.11293,1.01526,2.03972,0.74188,0.0006238,0.0006238,0.0006238
21,1301.29,1.36651,2.37506,0.85191,0.14677,0.64596,0.15674,0.10159,1.11934,2.02849,0.74556,0.000604,0.000604,0.000604
22,1361.63,1.30401,2.27395,0.83896,0.15159,0.61354,0.17825,0.12671,0.97595,1.99154,0.7458,0.0005842,0.0005842,0.0005842
23,1422.43,1.3211,2.31335,0.86256,0.15002,0.61132,0.18473,0.12717,1.00688,2.01537,0.74578,0.0005644,0.0005644,0.0005644
24,1483.39,1.26086,2.26714,0.84845,0.17951,0.62495,0.20709,0.13828,0.95178,1.96076,0.75097,0.0005446,0.0005446,0.0005446
25,1542.98,1.2989,2.25727,0.85026,0.16321,0.61557,0.20516,0.14396,0.86829,1.88157,0.741,0.0005248,0.0005248,0.0005248
26,1603.56,1.24483,2.22616,0.85666,0.15357,0.65234,0.18187,0.13298,0.90499,1.92256,0.73269,0.000505,0.000505,0.000505
27,1663.13,1.24207,2.23381,0.83509,0.17769,0.51916,0.21296,0.13553,1.14813,2.02822,0.74289,0.0004852,0.0004852,0.0004852
28,1723.33,1.24778,2.19912,0.8435,0.17072,0.60316,0.21525,0.14594,0.93412,1.8973,0.74069,0.0004654,0.0004654,0.0004654
29,1784.1,1.18586,2.15008,0.83879,0.15583,0.69602,0.21334,0.15126,0.90695,1.84153,0.72763,0.0004456,0.0004456,0.0004456
30,1845.49,1.20878,2.2085,0.85187,0.17034,0.65165,0.22372,0.15335,0.95351,1.82802,0.72927,0.0004258,0.0004258,0.0004258
31,1905.27,1.17549,2.15608,0.83724,0.17316,0.58658,0.23036,0.16025,1.06151,1.90065,0.7407,0.000406,0.000406,0.000406
32,1967.29,1.17763,2.14706,0.84981,0.16109,0.61264,0.22065,0.15156,1.0457,1.96409,0.74419,0.0003862,0.0003862,0.0003862
33,2033.25,1.17652,2.12671,0.8436,0.18797,0.53589,0.24468,0.16606,0.96654,1.90313,0.7367,0.0003664,0.0003664,0.0003664
34,2095.92,1.19456,2.12439,0.8458,0.19087,0.55382,0.24451,0.17505,0.86173,1.82345,0.73226,0.0003466,0.0003466,0.0003466
35,2157.18,1.15698,2.11119,0.84006,0.18614,0.5864,0.25557,0.18731,0.83955,1.78183,0.73123,0.0003268,0.0003268,0.0003268
36,2218.37,1.08903,2.06999,0.83858,0.18806,0.64106,0.25898,0.19453,0.87241,1.8286,0.74684,0.000307,0.000307,0.000307
37,2279.54,1.10466,2.0726,0.83947,0.16638,0.68895,0.26274,0.19299,0.8506,1.83414,0.74294,0.0002872,0.0002872,0.0002872
38,2340.72,1.14423,2.05871,0.83695,0.20101,0.59418,0.26984,0.19329,0.80835,1.79123,0.73486,0.0002674,0.0002674,0.0002674
39,2400.79,1.12061,2.02305,0.84098,0.20894,0.43925,0.26779,0.19095,0.83279,1.78383,0.74451,0.0002476,0.0002476,0.0002476
40,2461.45,1.13661,2.03807,0.85071,0.18576,0.6031,0.26101,0.18808,0.84133,1.77067,0.73951,0.0002278,0.0002278,0.0002278
41,2517.73,0.87464,1.8258,0.80993,0.23369,0.55324,0.28276,0.2025,0.82957,1.76949,0.73467,0.000208,0.000208,0.000208
42,2573.3,0.8691,1.76257,0.81222,0.21806,0.54287,0.28181,0.20202,0.80985,1.74747,0.73045,0.0001882,0.0001882,0.0001882
43,2629.53,0.8572,1.76763,0.81491,0.19387,0.51729,0.2767,0.20403,0.77335,1.73426,0.72905,0.0001684,0.0001684,0.0001684
44,2686.2,0.82451,1.72513,0.81712,0.20389,0.51804,0.28471,0.20654,0.78856,1.7321,0.73161,0.0001486,0.0001486,0.0001486
45,2742.41,0.79196,1.72144,0.82478,0.23176,0.51315,0.29546,0.2153,0.76306,1.72434,0.73241,0.0001288,0.0001288,0.0001288
46,2798.41,0.78749,1.69373,0.81637,0.19296,0.54333,0.29536,0.21865,0.75951,1.69855,0.73209,0.000109,0.000109,0.000109
47,2854.18,0.78644,1.70303,0.80646,0.20631,0.51801,0.30704,0.21788,0.77998,1.71144,0.73394,8.92e-05,8.92e-05,8.92e-05
48,2910.48,0.75539,1.6809,0.81605,0.2312,0.48737,0.29824,0.2261,0.74469,1.71001,0.73114,6.94e-05,6.94e-05,6.94e-05
49,2965.77,0.7828,1.70679,0.81903,0.21326,0.48939,0.30768,0.22853,0.75628,1.70728,0.73403,4.96e-05,4.96e-05,4.96e-05
50,3020.21,0.74466,1.66942,0.80912,0.22942,0.47043,0.30727,0.22703,0.73752,1.69388,0.73571,2.98e-05,2.98e-05,2.98e-05
1,100.185,3.04519,25.5365,1.25275,0.0045,0.39399,0.0064,0.00413,1.96198,8.0436,0.84596,0.067825,0.000325,0.000325
2,178.526,2.03156,3.89802,0.93818,0.2279,0.14758,0.04598,0.02156,1.76377,3.89834,0.79316,0.034812,0.000645298,0.000645298
3,270.329,1.83818,3.43806,0.92265,0.13289,0.11621,0.07288,0.04537,1.53658,3.03539,0.78476,0.00178573,0.000952397,0.000952397
4,360.444,1.77405,3.18806,0.92045,0.11688,0.37762,0.10437,0.07046,1.42685,2.59392,0.78836,0.0009406,0.0009406,0.0009406
5,433.435,1.73806,2.96096,0.89733,0.12342,0.41464,0.1162,0.07209,1.3907,2.35852,0.77642,0.0009208,0.0009208,0.0009208
6,501.209,1.61027,2.72811,0.88376,0.14426,0.46457,0.12704,0.08171,1.31244,2.38564,0.75857,0.000901,0.000901,0.000901
7,567.831,1.53378,2.64711,0.87945,0.16876,0.31629,0.17584,0.11539,1.25512,2.25046,0.75036,0.0008812,0.0008812,0.0008812
8,634.228,1.45735,2.49046,0.87904,0.18222,0.4407,0.19611,0.13419,1.19361,2.1268,0.7506,0.0008614,0.0008614,0.0008614
9,701.025,1.45661,2.44734,0.89214,0.16246,0.491,0.20069,0.13217,1.10685,2.04694,0.75591,0.0008416,0.0008416,0.0008416
10,767.7,1.43403,2.45636,0.87573,0.16177,0.57823,0.22053,0.13492,1.22208,2.00737,0.75311,0.0008218,0.0008218,0.0008218
11,861.174,1.30588,2.32724,0.84603,0.17216,0.53161,0.22565,0.14676,1.00034,1.92622,0.73572,0.000802,0.000802,0.000802
12,955.163,1.33755,2.24854,0.852,0.18848,0.47449,0.22256,0.13714,1.08093,1.95633,0.75005,0.0007822,0.0007822,0.0007822
13,1026.93,1.30359,2.26782,0.85343,0.18196,0.53164,0.27009,0.17017,1.03595,1.8757,0.74379,0.0007624,0.0007624,0.0007624
14,1166.55,1.25381,2.16291,0.84405,0.21605,0.54757,0.27081,0.18053,1.03919,1.80635,0.7401,0.0007426,0.0007426,0.0007426
1,111.668,2.86927,7.22393,1.16244,0,0,0,0,2.15194,4.84034,0.85941,0.067825,0.000325,0.000325
2,201.138,2.17234,4.42551,0.94681,0,0,0,0,1.97944,4.92358,0.85374,0.0348185,0.000651816,0.000651816
3,269.272,1.96676,3.94078,0.94925,0.01227,0.46099,0.03884,0.02635,1.57281,3.70603,0.79871,0.00180537,0.000972032,0.000972032
4,339.996,1.95905,3.70809,0.94106,0.12601,0.1356,0.05618,0.03606,1.49382,3.38052,0.789,0.0009703,0.0009703,0.0009703
5,406.609,1.87216,3.50546,0.91742,0.09798,0.09403,0.08425,0.05995,1.45646,3.06317,0.79083,0.0009604,0.0009604,0.0009604
6,469.89,1.78276,3.31723,0.90205,0.13184,0.06773,0.0776,0.05968,1.40454,3.16115,0.78935,0.0009505,0.0009505,0.0009505
7,533.443,1.7011,3.17289,0.89973,0.09398,0.32999,0.0901,0.05702,1.36326,3.10107,0.76973,0.0009406,0.0009406,0.0009406
8,594.757,1.67406,3.04995,0.90503,0.11619,0.23904,0.08308,0.05796,1.38824,2.71213,0.77753,0.0009307,0.0009307,0.0009307
9,655.075,1.67997,2.99537,0.90471,0.13492,0.26831,0.10714,0.07437,1.28364,2.47293,0.77303,0.0009208,0.0009208,0.0009208
10,716.564,1.64783,2.93402,0.89083,0.12858,0.29546,0.11016,0.07343,1.24876,2.53072,0.76693,0.0009109,0.0009109,0.0009109
11,777.657,1.46718,2.85779,0.86499,0.13571,0.29317,0.12985,0.08729,1.34454,2.38654,0.77226,0.000901,0.000901,0.000901
12,838.556,1.55233,2.76014,0.87748,0.14048,0.17855,0.13133,0.08985,1.33991,2.55548,0.77873,0.0008911,0.0008911,0.0008911
13,900.907,1.54751,2.76031,0.87417,0.15199,0.29023,0.1443,0.09547,1.23829,2.42479,0.7629,0.0008812,0.0008812,0.0008812
14,974.002,1.48817,2.63642,0.86867,0.13398,0.52147,0.15178,0.10191,1.17975,2.29657,0.7603,0.0008713,0.0008713,0.0008713
15,1040.48,1.49153,2.67007,0.88513,0.15197,0.49006,0.16017,0.10975,1.18942,2.25848,0.76636,0.0008614,0.0008614,0.0008614
16,1104.55,1.50803,2.65849,0.87675,0.14996,0.38105,0.15346,0.10542,1.23027,2.28656,0.76042,0.0008515,0.0008515,0.0008515
17,1166.83,1.48916,2.59738,0.89461,0.13212,0.50242,0.14594,0.10259,1.09968,2.12552,0.75447,0.0008416,0.0008416,0.0008416
18,1229.71,1.4358,2.4936,0.87424,0.14512,0.59677,0.15916,0.10729,1.18346,2.12781,0.77008,0.0008317,0.0008317,0.0008317
19,1294.01,1.42351,2.47678,0.86123,0.14474,0.56762,0.17546,0.12071,1.08505,2.0354,0.74859,0.0008218,0.0008218,0.0008218
20,1360.07,1.38802,2.45581,0.86254,0.15073,0.61142,0.1635,0.1179,1.07501,2.07232,0.75819,0.0008119,0.0008119,0.0008119
21,1424.63,1.4073,2.47789,0.86753,0.13862,0.58851,0.15759,0.10865,1.22921,2.09532,0.76682,0.000802,0.000802,0.000802
22,1487.3,1.35639,2.45037,0.86632,0.15202,0.59212,0.18539,0.12769,0.93648,1.95152,0.74072,0.0007921,0.0007921,0.0007921
23,1548.93,1.35857,2.41576,0.8664,0.13726,0.46589,0.14895,0.10902,1.11831,2.22739,0.75393,0.0007822,0.0007822,0.0007822
