epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
80,1335.6,0.98056,1.81301,0.83665,0.33594,0.36432,0.38077,0.27331,0.81756,1.63273,0.7319,0.0002179,0.0002179,0.0002179
81,1356.4,1.02047,1.78625,0.83844,0.33076,0.34246,0.38014,0.26353,0.80242,1.63601,0.7323,0.000208,0.000208,0.000208
82,1379.76,0.96433,1.78508,0.83982,0.2785,0.50926,0.37682,0.27121,0.78438,1.63651,0.73235,0.0001981,0.0001981,0.0001981
83,1400.88,0.96023,1.78037,0.83368,0.30936,0.48543,0.37857,0.26406,0.78568,1.62655,0.73387,0.0001882,0.0001882,0.0001882
84,1423.35,0.89128,1.71085,0.82363,0.30375,0.44371,0.37472,0.27222,0.76941,1.62439,0.73123,0.0001783,0.0001783,0.0001783
7,742.136,1.7071,3.13618,0.89444,0.12272,0.40489,0.09715,0.05364,1.93468,2.76004,0.80706,0.0009406,0.0009406,0.0009406
85,1443.2,0.94568,1.78331,0.83762,0.27795,0.49977,0.37898,0.27309,0.73943,1.62139,0.73446,0.0001684,0.0001684,0.0001684
86,1458.79,0.93545,1.77508,0.83815,0.31443,0.46488,0.38577,0.26677,0.77838,1.60713,0.73403,0.0001585,0.0001585,0.0001585
87,1473.53,0.9542,1.79426,0.8355,0.29102,0.46079,0.37707,0.27096,0.76857,1.6177,0.73562,0.0001486,0.0001486,0.0001486
88,1489.39,0.97156,1.78005,0.83946,0.28539,0.45972,0.38314,0.27573,0.73372,1.61111,0.73352,0.0001387,0.0001387,0.0001387
89,1505.49,1.00538,1.79006,0.8373,0.28171,0.47127,0.39343,0.28065,0.78447,1.60687,0.7319,0.0001288,0.0001288,0.0001288
90,1521.02,0.97826,1.79622,0.84484,0.3138,0.45014,0.39799,0.28226,0.73082,1.5996,0.7386,0.0001189,0.0001189,0.0001189
8,838.294,1.75813,3.06737,0.92129,0.12673,0.32422,0.10471,0.07301,1.48581,2.60587,0.78314,0.0009307,0.0009307,0.0009307
